,file_path,label,length
15,train/tr_8720_tr87001.npy,0_355_170_11_23_30_4136_80_1507_466_25_3_1124_135_3_878_3530_8_3_393_33_3499_5_203_26_536_57_6_36_119_3626_340_31_29_1120_5_1124_135_22_21_2976_307_10_65_3422_78_15_1,1921
16,train/tr_3365_tr34066.npy,0_3_261_9_1212_11_86_138_9_368_762_5_18_440_11_21_1849_132_1608_1675_27_916_4_824_20_29_1667_307_56_77_324_16_1907_82_326_1566_927_6_3_220_2414_952_1105_720_908_801_732_1,1921
17,train/tr_2360_tr24061.npy,0_204_1171_4_1529_5_261_747_632_95_54_1204_29_770_3_1277_1253_4_8_1794_930_164_33_1049_232_326_40_2435_77_6_567_55_5_3_571_38_22_787_1555_195_42_951_10_67_172_1,1921
18,train/tr_3361_tr34062.npy,0_776_166_614_16_74_1143_11_5_59_2864_847_4_3_798_670_4_8_1577_28_6_86_1580_927_127_30_10_1790_128_8_283_370_1025_830_423_7_10_731_14_215_23_1398_4_22_84_10_21_1620_807_1,1908
19,train/tr_6867_tr69068.npy,0_5_18_155_3_15_154_57_8_867_487_1198_24_282_10_85_58_8_840_505_4_6_2023_9_261_9_6_269_338_19_2527_13_14_748_74_474_5_802_11_8_5_1592_134_183_2143_7_725_224_1,1908
20,train/tr_6167_tr62068.npy,0_5_18_155_3_15_3_154_7_8_3_867_487_1198_24_282_10_85_58_8_840_505_4_2023_9_3_261_9_6_269_338_19_2527_13_14_748_74_474_5_802_11_8_5_1592_134_183_2143_7_725_224_1,1895
21,train/tr_6165_tr62066.npy,0_2728_789_18_8_5_61_465_13_2664_25_3_851_4_414_4_3_338_1131_487_285_20_46_3_749_1109_2049_11_5_506_240_1840_44_321_128_910_32_12_623_41_2060_232_67_444_106_1,1895
22,train/tr_3376_tr34077.npy,0_5_213_4_1324_63_3_521_4_1892_82_8_2500_264_503_435_420_1876_3810_16_338_8_826_4_6_426_4_12_471_635_204_4238_281_1280_1397_446_1360_31_8_2652_14_215_198_10_457_1,1869
23,train/tr_6120_tr62021.npy,0_30_92_70_5_1000_490_54_8_5_1097_54_426_422_348_49_23_498_90_191_11_6_70_129_173_2159_129_847_4222_92_526_84_10_40_1299_91_5_4_5_92_19_5_1260_9_139_1,1869
24,train/tr_2562_tr26063.npy,0_147_7_5_18_8_5_61_434_20_3_1786_9_1281_148_17_177_4_5_342_12_1891_51_627_11_1443_1367_78_192_32_65_1638_12_13_327_251_32_6_29_1050_71_1856_1024_520_1,1857
25,train/tr_74_tr01074.npy,0_513_7_174_458_9_828_353_3_4095_8_3_2019_256_5_795_3_1978_28_6_1458_4_3162_16_2966_281_262_19_55_40_7_2764_1795_43_755_9_158_43_57_6_39_613_543_6_3247_4_565_1031_1,1844
26,train/tr_2567_tr26068.npy,0_91_82_2198_1847_26_1596_4_576_8_1882_357_17_203_26_3_1118_5_1247_55_449_184_4_1495_152_465_13_1216_27_2157_63_1373_1185_2064_152_3_2497_2344_75_32_19_937_1692_10_1,1844
27,train/tr_5167_tr52068.npy,0_3_852_7_250_345_212_2231_43_3_305_119_922_6_2241_3_2339_105_250_345_212_1824_2118_16_47_2107_482_8_3_775_57_250_345_212_1955_2187_1697_57_880_5_662_604_657_593_1885_140_1,1844
28,train/tr_6874_tr69075.npy,0_104_236_4319_8_22_1148_33_688_3_1114_371_222_9_6_29_3515_252_8_5_260_124_111_8_5_591_352_12_400_35_548_130_3504_29_243_607_932_98_326_273_231_534_1,1831
29,train/tr_2366_tr24067.npy,0_5_888_1459_508_4_55_1622_62_123_133_1551_26_6_221_2188_3_2138_789_8_3_1724_7_56_4_10_18_74_90_274_716_9_6_10_14_359_19_1345_225_1364_114_574_4_914_468_9_685_146_1,1831
30,train/tr_2526_tr26027.npy,0_3_18_834_54_48_58_1284_48_178_20_2806_5_963_71_3743_807_3_915_553_1788_3_4170_505_28_6_24_30_4823_22_76_444_1,1831
31,train/tr_3366_tr34067.npy,0_5_785_16_64_6_302_11_1183_16_80_7_289_14_12_2286_58_5_18_8_5_785_16_414_4_434_20_3_96_191_103_612_4_40_2318_215_198_5_785_16_3_64_6_1863_20_1041_20_67_648_1,1831
32,train/tr_10597_tr04111.npy,0_22_591_497_4_2767_558_12_4573_37_3_1897_208_198_3891_9_6_5_2039_28_3627_13_558_4918_2884_171_198_8_3_398_978_7_10_3870_7_2188_3314_13_558_398_28_6_1796_3_208_198_200_19_1984_29_85_40_6_13_558_8_3337_13_558_1703_211_4362_6_24_265_6_1028_2328_37_1021_13_558_5_289_14_24_4837_3854_20_309_1,1818
33,train/tr_2665_tr27066.npy,0_3_179_4_235_26_6_39_3_699_4_192_378_398_2259_14_1183_16_5_4_836_762_3_13_2048_1347_72_1594_6_2416_2332_3_21_1151_24_1144_4_8_2342_37_1659_75_32_29_359_56_4_638_6_939_4_5_646_947_236_1,1818
34,train/tr_3465_tr35066.npy,0_3_261_9_1212_11_86_138_9_368_762_5_18_440_11_21_1849_132_1608_1675_27_916_4_824_20_29_1667_307_56_77_324_16_1907_82_326_1566_927_6_3_1959_2414_339_1105_720_908_801_732_1,1805
35,train/tr_1911_tr20012.npy,0_5_1972_10_3_2931_33_1507_466_63_164_603_6_39_576_655_77_6_415_77_10_116_4881_252_24_265_6_12_874_12_117_562_11_8_12_136_11_1243_14_8_1084_2078_22_1465_80_923_50_2468_1,1793
36,train/tr_8775_tr87056.npy,0_3_18_380_4_3_2010_26_6_4616_109_1025_88_3_949_726_1175_42_1078_23_679_3_277_288_11_112_189_37_5_10_93_695_890_6_42_3042_172_968_1,1793
37,train/tr_1952_tr20053.npy,0_115_3_158_1621_165_25_45_24_12_210_20_56_4_873_11_5_1280_43_1154_7_505_77_8_5_445_102_860_1757_26_3_2212_7_6_649_85_221_63_843_6_253_966_3952_3133_6_83_339_271_404_6_2842_188_26_6_112_1483_3590_1,1780
38,train/tr_3461_tr35062.npy,0_776_166_614_16_74_1143_11_5_59_2864_847_4_3_798_670_4_8_1577_4_86_1580_927_127_30_10_1790_128_283_370_1025_830_423_31_731_14_215_23_1398_4_22_84_21_1620_807_1,1780
39,train/tr_2595_tr26096.npy,0_12_784_31_12_813_356_64_6_115_5_143_175_445_7_55_3_1146_9_870_7_149_355_354_1207_4_3540_9_845_77_87_42_3241_14_5_432_14_2732_55_127_104_31_141_450_1,1780
40,train/tr_8797_tr87078.npy,0_5_147_57_200_199_52_25_18_6_12_1421_4_3_2750_206_133_63_1190_7_1547_9_254_521_4_6_85_124_1244_6_5_3572_20_3_639_41_1038_32_6_3_455_4_24_4423_11_6_39_1173_11_6_12_3799_31_2472_140_1,1767
41,train/tr_1063_tr11064.npy,0_513_7_8_3_645_1996_3_13_4998_4_1113_29_409_1670_51_3_949_726_1408_11_74_18_5_363_9_10_1046_4_10_379_19_1345_692_1429_11_10_15_3_984_187_82_108_127_1802_10_1,1767
42,train/tr_3477_tr35078.npy,0_2032_349_7_27_14_188_95_656_602_17_779_1302_8_17_1064_2745_3133_1507_466_63_42_498_3_1081_116_81_10_779_1302_977_30_57_17_2578_100_448_15_428_9_3729_26_6_3_46_894_288_11_825_44_1,1767
43,train/tr_2694_tr27095.npy,0_424_28_22_186_3_1391_100_6_709_4_1743_42_4475_512_3_3463_6_3_3138_348_6_39_3_3944_7_6_942_4_42_1199_2021_7_6_5_1556_8_5_4889_293_128_1409_42_2282_2034_1,1767
44,train/tr_3466_tr35067.npy,0_5_785_16_64_6_302_11_1183_16_80_7_289_14_12_2286_58_5_18_8_5_785_16_414_4_434_20_3_96_191_103_612_4_40_2318_215_198_5_785_16_18_1863_20_1041_20_67_648_1,1767
45,train/tr_8724_tr87005.npy,0_1800_147_7_5_424_4_49_197_4_6_18_8_61_1449_19_46_5_24_507_788_31_217_43_175_12_471_3224_1625_11_88_408_33_18_576_62_702_2331_531_1,1754
46,train/tr_4066_tr41067.npy,0_2605_26_3_99_1663_799_32_1462_26_21_1423_12_25_1442_449_5_460_11_8_136_11_3_164_33_849_21_586_748_80_12_162_4_12_2069_1684_8_12_1467_3_2369_101_32_203_26_6_799_349_139_1,1754
47,train/tr_8787_tr87068.npy,0_3_514_160_3220_288_11_22_712_5_263_431_11_197_3_18_873_11_413_2082_161_7_652_1656_669_9_3_3873_873_11_6_158_480_242_25_53_166_264_520_21_546_2238_1,1754
48,train/tr_2666_tr27067.npy,0_5_888_1459_508_4_55_1622_62_123_133_1551_26_6_221_252_3_2138_789_8_3_1724_7_56_4_18_74_90_274_716_9_6_10_14_359_19_1345_225_1364_114_574_4_914_468_9_685_146_1,1741
49,train/tr_4266_tr43067.npy,0_2605_26_3_99_1663_799_32_1462_26_21_1423_12_25_1442_449_5_460_11_8_136_11_3_164_33_849_21_586_748_80_48_1466_12_2069_1684_8_12_1467_3_2369_101_32_203_26_6_799_349_139_1,1741
50,train/tr_8777_tr87058.npy,0_5_921_20_2212_62_2212_7_2165_666_126_396_59_48_13_954_52_48_133_221_303_16_852_7_900_114_2820_27_631_234_22_878_3_3221_125_1142_20_22_1189_326_270_28_801_732_1,1741
51,train/tr_2362_tr24063.npy,0_147_7_5_18_8_5_61_434_20_3_1786_9_1281_148_17_177_4_5_342_12_1891_51_627_11_1443_1367_78_192_32_65_1638_12_13_327_251_32_6_29_1050_71_1856_1024_520_1,1741
52,train/tr_2660_tr27061.npy,0_204_1171_4_1529_5_261_747_632_95_54_1204_29_770_3_1277_1253_4_8_1794_930_164_33_1049_232_326_40_2435_77_6_567_55_5_3_571_38_22_787_1555_195_42_951_10_67_172_1,1729
53,train/tr_2564_tr26065.npy,0_22_239_66_214_3_429_1181_3_137_693_6_3_1855_918_2422_36_1436_695_626_4_6_624_1737_869_1268_746_16_3_283_724_746_16_47_44_2196_904_1082_20_1,1729
54,train/tr_4261_tr43062.npy,0_5_59_1534_52_239_5_329_19_1601_184_4_940_1061_5_1264_112_6_516_53_1238_26_8_5_1012_148_1597_201_30_1312_23_78_64_6_6_3_85_58_83_1581_32_227_1093_5_329_9_1593_1017_26_6_567_146_1,1729
55,train/tr_6172_tr62073.npy,0_5_4788_2895_17_83_2300_1401_4_1450_32_1150_3139_3_156_193_226_524_132_11_3_4570_933_156_4514_524_132_11_3_3036_156_1336_59_3909_106_3_3977_1661_4_2947_52_598_103_42_216_5_4_3_1325_1547_13_2094_224_1,1729
56,train/tr_6144_tr62045.npy,0_1095_57_6_12_1255_4413_31_843_11_44_27_59_3909_106_3_2101_3085_6_156_114_226_1056_25_3_2072_2465_58_4126_3076_41_50_318_47_81_617_356_10_21_946_9_17_96_1387_4_5_342_4936_306_927_172_1,1729
57,train/tr_6862_tr69063.npy,0_5_803_5_119_419_721_46_12_64_6_3_21_1927_1709_4_19_78_465_609_434_20_60_89_1893_126_3_2723_170_2215_618_113_2125_211_4_13_3108_6_2264_260_38_1,1716
58,train/tr_8830_tr87111.npy,0_204_1171_4_1529_5_261_747_632_95_54_1204_29_770_3_1277_1253_4_1794_930_164_33_21_2237_40_2435_77_6_567_55_5_3_571_38_22_787_1555_195_42_951_67_172_1,1716
59,train/tr_3422_tr35023.npy,0_204_8_2464_969_16_1821_124_269_5_1193_230_4291_80_7_625_72_54_251_32_926_16_29_30_216_557_1419_1556_54_8_555_419_1674_187_82_108_13_2974_175_42_1654_119_490_58_567_146_1,1716
60,train/tr_68_tr01068.npy,0_5_59_1534_52_239_5_329_19_1601_184_4_940_1061_5_1264_112_6_516_53_1238_26_8_5_1012_148_1597_201_30_1312_23_78_64_6_3_85_58_83_1581_32_227_1093_5_329_9_1036_1017_26_6_567_146_1,1703
61,train/tr_4365_tr44066.npy,0_40_13_2248_335_7_1954_335_7_17_179_4_1807_72_21_13_1423_869_12_1467_40_2613_100_6_5_1079_135_1822_9_123_1571_2124_778_188_26_13_2886_299_5_92_5_1643_57_155_2105_80_8_5_456_281_155_2478_80_169_267_45_1,1703
62,train/tr_2460_tr25061.npy,0_204_1171_4_1529_5_261_747_632_95_54_1204_29_770_3_1277_1253_4_8_1794_930_164_33_1049_232_326_40_2435_77_6_567_55_5_3_571_38_22_787_1555_195_42_951_10_67_172_1,1703
63,train/tr_299_tr03099.npy,0_3_852_7_250_345_212_2231_43_3_305_119_922_6_2241_3_2339_105_250_345_212_1824_211_675_41_93_102_7_47_47_2107_482_8_3_775_57_250_345_212_1955_2187_1064_57_880_5_662_604_657_593_1885_140_1,1703
64,train/tr_1963_tr20064.npy,0_513_7_8_3_645_1996_8_3_13_4998_4_1113_6_29_409_1670_51_3_645_1408_11_74_18_5_363_9_1046_4_10_379_19_1345_692_1429_11_15_3_984_6_187_82_108_127_1802_10_1,1703
65,train/tr_8540_tr85061.npy,0_5_884_3_564_4_164_33_735_14_6_178_13_1468_3_564_4_308_114_477_11_23_832_80_7_1779_4_8_1069_148_12_298_43_219_34_227_81_12_164_33_219_34_29_81_1667_2173_1,1703
66,train/tr_6860_tr69061.npy,0_673_9_17_151_7_3_137_439_218_724_19_1471_5_392_831_343_596_9_5_177_4_83_833_638_6_3_223_4_229_7_407_14_682_42_311_16_110_600_680_1501_140_1,1690
67,train/tr_4865_tr49066.npy,0_40_13_2248_335_7_1954_335_7_17_179_4_1807_72_21_13_1423_869_12_1467_40_2613_100_6_5_1079_135_1822_9_123_1571_2124_778_188_26_13_2886_299_5_92_5_1643_57_155_2105_80_8_5_456_281_155_2478_80_169_267_45_1,1690
68,train/tr_3266_tr33067.npy,0_5_785_16_64_6_302_11_1183_16_80_7_289_14_12_2286_58_5_18_8_5_785_16_56_4_434_20_3_96_191_103_612_4_40_2318_215_198_5_785_16_3_18_1863_20_1041_20_67_648_1,1690
69,train/tr_216_tr03016.npy,0_5_776_166_2870_132_1062_1090_16_10_4_41_118_125_3_18_1157_16_934_35_246_279_501_455_4_8_1896_54_296_7_1618_14_305_3_1477_4_158_547_622_776_166_1051_31_336_189_132_16_38_21_441_1,1690
70,train/tr_4661_tr47062.npy,0_5_59_1534_52_239_5_329_19_1601_184_4_940_1061_5_1264_112_6_516_53_1238_26_8_5_1012_148_1597_201_30_1312_23_78_64_6_3_85_58_83_1581_32_227_1093_5_329_9_1036_1017_26_6_567_122_1,1677
71,train/tr_2524_tr26025.npy,0_183_2907_2448_550_6_2716_244_30_4168_116_81_10_5_2135_398_1018_2487_6_80_516_39_1269_6_3_183_2907_2448_2716_244_1308_8_1382_7_82_109_305_1749_8_520_1,1677
72,train/tr_3394_tr34095.npy,0_19_55_241_209_35_519_4_46_101_5_40_2726_24_265_6_3_2382_9_6_1516_69_5_56_4_3_85_58_19_4305_88_8_3_21_4522_230_88_31_3792_11_5_998_1306_401_3118_307_6_97_13_4059_4437_7_1,1677
73,train/tr_7466_tr75067.npy,0_18_2232_123_54_505_4_6_12_1647_4_3_1513_797_7_653_4_3_293_1226_19_2623_121_373_4_1728_198_23_1819_6_701_69_17_702_58_314_1392_33_10_5_92_559_34_3_56_77_6_19_814_1217_256_165_1547_13_2094_224_1,1677
74,train/tr_2571_tr26072.npy,0_61_17_151_7_541_14_66_435_316_418_5_59_166_82_2112_36_2183_3690_1283_232_6_39_3_19_1783_31_1878_54_3260_11_6_39_3_1817_126_6_624_4786_63_12_2041_4_1565_1024_6_493_548_170_299_1,1677
75,train/tr_303_tr04003.npy,0_3_367_824_52_509_14_99_1582_25_3_803_3_1011_4_840_505_4_3_1227_28_214_238_463_3_1158_4_627_11_559_134_8_873_11_29_409_3_697_898_63_1339_11_1180_122_1,1677
76,train/tr_6763_tr68064.npy,0_13_1921_34_270_376_65_5_447_505_376_8_1803_2876_7_1182_43_88_65_13_2565_659_445_102_644_2628_55_1862_33_120_98_12_2013_36_2654_4_36_2044_1295_8_36_1688_38_368_121_193_63_22_186_40_1026_1561_299_1,1677
77,train/tr_4564_tr46065.npy,0_665_486_82_8_180_515_425_5_4_7_423_7_10_515_472_16_5_4_7_45_2603_198_10_1698_12_757_240_13_2524_9_6_5_791_2501_1678_39_5_136_11_10_641_54_917_301_877_63_12_1421_4_23_858_5_4_272_37_65_1947_161_7_1873_14_122_1,1665
78,train/tr_2545_tr26046.npy,0_24_309_37_24_12_4_30_3966_25_397_60_89_3435_4_285_3429_108_3_915_3_206_133_569_14_56_77_5_64_6_49_202_4433_4_10_6_686_22_84_685_146_1,1665
79,train/tr_6199_tr62100.npy,0_2649_14_1540_1305_2000_5_478_601_521_4_678_4_49_290_200_9_6_324_1028_69_8_3_24_12_4_21_24_12_4_432_34_10_29_81_17_4361_51_988_1049_55_454_1,1665
80,train/tr_8566_tr85087.npy,0_5_443_5_21_1353_192_1256_621_13_1034_983_47_866_37_5_524_31_40_1484_8_1327_28_6_240_227_60_89_3_524_124_1188_4_161_7_607_1456_77_766_51_139_1,1652
81,train/tr_4265_tr43066.npy,0_40_13_2248_335_7_1954_335_7_17_179_4_1807_72_21_13_1423_869_12_1467_40_2613_100_6_5_1079_135_1822_9_123_1571_2124_778_188_26_13_2886_299_5_92_5_3234_57_155_2105_80_8_5_456_281_155_2478_80_139_1,1652
82,train/tr_4566_tr46067.npy,0_2605_26_3_99_1663_799_32_1462_26_21_1423_12_25_1442_449_5_460_11_8_136_11_3_164_33_849_21_586_748_80_12_162_4_12_2069_1684_8_12_1467_3_2369_101_32_203_26_6_799_32_139_1,1652
83,train/tr_5266_tr53067.npy,0_5_826_4_1165_14_46_17_300_6_5_453_435_420_155_708_26_53_5_21_39_44_17_518_710_348_10_5_1965_4_321_128_942_4_373_7_221_2016_809_492_129_1186_12_6_23_45_855_22_2390_80_685_122_1,1652
84,train/tr_20_tr01020.npy,0_5_64_6_141_1983_2276_7_3_18_2900_11_525_3_18_639_41_894_32_10_5_395_197_209_35_110_49_1593_29_568_653_4_2111_299_1,1652
85,train/tr_3250_tr33051.npy,0_17_2540_11_60_89_569_14_168_4_8_1787_592_275_14_83_255_1377_3264_4_8_1787_592_3_237_9_2457_3220_631_234_1486_3_1855_2001_8_136_11_10_3_27_711_21_4566_967_38_1,1652
86,train/tr_1960_tr20061.npy,0_1248_51_6_12_1951_8_12_1565_2200_1340_29_409_1333_28_6_2133_57_6_885_54_656_602_29_858_17_1138_28_10_431_11_204_2213_252_630_11_362_678_4_13_2733_138_4_117_42_832_10_509_34_139_1,1639
87,train/tr_3665_tr37066.npy,0_3_261_9_1212_11_86_138_9_368_762_5_150_160_52_440_11_21_1849_132_1608_1675_27_916_4_824_20_29_1667_307_56_77_324_16_1907_82_326_1566_927_6_3_220_2414_339_1105_720_908_801_732_1,1639
88,train/tr_2585_tr26086.npy,0_36_1379_195_63_398_241_368_762_24_12_4_5_1546_4_1379_195_63_83_3353_303_872_1438_6_73_12_96_460_11_1473_4007_477_11_6_66_12_406_79_580_138_140_1,1639
89,train/tr_4366_tr44067.npy,0_2605_26_3_99_1663_799_32_1462_26_21_1423_12_25_1442_449_5_460_11_8_136_11_3_164_33_849_21_586_748_80_48_162_4_12_2069_1684_8_12_1467_3_2369_101_32_203_26_6_799_32_139_1,1639
90,train/tr_2_tr01002.npy,0_204_1171_4_1529_5_261_747_632_95_54_1204_29_770_3_1277_1253_4_8_1794_930_164_33_1049_232_326_40_2435_77_6_567_55_5_3_571_38_22_787_40_82_1613_52_42_951_10_67_172_1,1639
91,train/tr_1060_tr11061.npy,0_1178_6_12_1951_8_12_1565_2200_1340_29_409_1333_28_6_39_2133_57_6_885_54_656_602_29_858_17_1138_28_10_431_11_204_833_252_630_11_6_362_6_3_678_4_637_4_117_42_832_10_219_34_139_1,1626
92,train/tr_2462_tr25063.npy,0_147_7_5_18_8_5_61_434_20_3_1786_9_1281_148_17_177_4_5_342_12_1891_51_627_11_236_531_78_192_32_65_1638_12_13_327_251_32_6_29_1050_71_1856_1024_520_1,1626
93,train/tr_4065_tr41066.npy,0_40_13_2248_335_7_1954_335_7_17_179_4_1807_72_21_13_1423_869_12_1467_40_2613_100_6_5_1079_135_1822_9_123_1571_2124_778_188_26_13_2886_299_5_92_5_1643_57_155_2105_80_8_5_456_281_155_2478_80_169_267_45_1,1626
94,train/tr_2546_tr26047.npy,0_397_32_42_1398_28_4_3_67_359_1212_11_3_163_6_783_17_1651_4_53_517_3_18_783_240_1074_26_6_886_246_5_2512_4_8_4762_4_40_13_4403_886_717_224_1,1626
95,train/tr_6196_tr62097.npy,0_3_647_4128_32_366_135_5_521_4_2364_4_46_2884_62_1025_1989_4_363_32_6_22_3560_14_8_3_21_1151_913_77_6_42_2282_725_9_1153_1,1626
96,train/tr_3379_tr34080.npy,0_5_70_2617_586_4480_52_571_7_46_60_89_3_56_28_3_826_4_1892_82_802_11_96_369_4213_449_7_5_672_58_1808_32_46_86_1283_77_969_748_4416_2247_1,1626
97,train/tr_2465_tr25066.npy,0_3_179_4_235_26_6_39_3_699_4_192_378_398_2259_14_1183_16_5_4_836_762_3_13_2048_1347_72_1594_6_2416_2332_3_21_1151_24_1144_4_8_2342_37_1659_75_32_29_359_56_4_638_6_939_4_5_646_947_236_1,1626
98,train/tr_7464_tr75065.npy,0_209_35_2126_511_5_536_57_3_85_374_4_627_11_25_1444_4_10_1478_63_1635_236_787_1140_262_178_2160_1242_68_141_5_2040_14_12_3_27_467_1801_19_2765_13_2288_1,1613
99,train/tr_4891_tr49092.npy,0_5_225_10_802_11_48_1516_3065_26_1606_44_3_1212_51_1442_11_49_3_1394_3878_14_757_22_1752_204_223_2865_1095_781_783_106_8_3_734_2235_170_11_6_1212_51_5_1276_175_1729_140_1,1613
100,train/tr_4565_tr46066.npy,0_40_13_2248_335_7_1954_335_7_17_179_4_1807_72_21_13_1423_869_12_1467_40_2613_100_6_5_1079_135_1822_9_123_1571_2124_778_188_26_13_2886_299_5_92_1643_57_155_2717_80_8_5_456_281_155_514_57_80_169_267_45_1,1613
101,train/tr_4211_tr43012.npy,0_5_225_204_662_158_2343_11_3_167_135_6_3_1877_489_846_988_32_8_505_68_6_23_640_125_203_26_6_5_167_135_1712_68_5_21_522_39_480_57_10_14_40_134_40_4550_6_23_30_2530_15_1,1613
102,train/tr_4264_tr43065.npy,0_665_486_82_8_180_515_425_5_4_7_423_7_10_515_472_16_5_4_7_45_548_16_5_4_10_1698_12_757_240_13_2524_9_6_5_791_2501_1678_39_5_136_11_10_641_54_917_301_877_63_12_1421_4_23_858_5_4_272_37_65_1947_161_7_1873_14_122_1,1613
103,train/tr_5166_tr52067.npy,0_5_826_4_1165_14_46_17_300_6_5_453_435_420_155_708_26_53_5_4_57_299_17_1655_100_10_5_1965_4_321_128_942_4_6_373_7_221_2016_809_492_129_1186_12_6_23_45_855_22_2390_1221_685_122_1,1613
104,train/tr_9113_tr90034.npy,0_19_513_98_25_52_57_12_66_177_4_3_622_4345_16_111_551_29_2787_42_528_8_5_278_3047_33_8_586_628_977_3_164_33_1610_17_921_20_56_4_1049_232_326_1227_232_6_65_1686_2181_42_1867_1735_224_1,1613
105,train/tr_4864_tr49065.npy,0_665_486_82_8_180_515_425_5_4_7_423_31_515_472_16_5_4_7_45_2603_198_10_1698_12_757_240_13_2524_9_6_5_791_2501_1678_39_5_136_11_10_641_54_917_301_877_63_12_1421_4_23_858_5_4_272_37_65_1947_161_7_1873_14_122_1,1601
106,train/tr_2962_tr30063.npy,0_147_7_5_18_8_5_61_434_20_3_1786_9_1281_148_17_177_4_5_342_12_1891_51_627_11_1443_1367_78_192_32_65_1638_12_13_327_251_32_6_29_1050_71_1856_1024_520_1,1601
107,train/tr_8732_tr87013.npy,0_298_43_219_34_115_10_87_1911_10_6_5_4_611_4_611_4_120_12_328_12_1190_57_408_33_21_2011_208_13_698_694_2038_120_12_5_536_57_4684_80_49_22_1644_2043_1,1601
